CMDLINE /Users/ahenry/miniconda3/envs/wind_forecasting_env/bin/python preprocessing_main.py --config ../../examples/inputs/preprocessing_inputs_awaken_new.yaml --reload_data --multiprocessor cf
MEM 0.125000 1737220744.3172
MEM 42.234375 1737220744.4269
MEM 62.921875 1737220744.5367
MEM 79.140625 1737220744.6496
MEM 113.765625 1737220744.7658
MEM 127.296875 1737220744.8756
MEM 142.890625 1737220744.9810
MEM 172.609375 1737220745.0909
MEM 188.375000 1737220745.2008
MEM 206.953125 1737220745.3106
MEM 217.078125 1737220745.4207
MEM 229.656250 1737220745.5304
MEM 249.015625 1737220745.6411
MEM 261.453125 1737220745.7510
MEM 269.937500 1737220745.8589
MEM 285.078125 1737220745.9686
MEM 297.187500 1737220746.0785
MEM 305.750000 1737220746.1883
MEM 314.671875 1737220746.2933
MEM 345.890625 1737220746.4021
MEM 650.062500 1737220746.5161
MEM 846.593750 1737220746.6236
MEM 1002.562500 1737220746.7880
MEM 1057.078125 1737220746.8983
MEM 1092.875000 1737220747.0126
MEM 1130.406250 1737220747.1396
MEM 1216.781250 1737220747.2516
MEM 1254.937500 1737220747.3670
MEM 1334.375000 1737220747.4779
MEM 1459.171875 1737220747.6620
MEM 1466.796875 1737220747.7753
MEM 1523.953125 1737220747.8826
MEM 1609.953125 1737220748.0060
MEM 1667.203125 1737220748.1291
MEM 1714.109375 1737220748.2432
MEM 1783.515625 1737220748.3536
MEM 1921.515625 1737220748.4673
MEM 2152.609375 1737220748.5819
MEM 2356.734375 1737220748.6937
MEM 2522.906250 1737220748.8053
MEM 2575.578125 1737220748.9376
MEM 2610.421875 1737220749.0518
MEM 2672.593750 1737220749.1633
MEM 2684.625000 1737220749.2697
MEM 2685.593750 1737220749.3776
MEM 2686.265625 1737220749.4867
MEM 2686.953125 1737220749.5970
MEM 2687.468750 1737220749.7031
MEM 2864.968750 1737220749.8667
MEM 2864.968750 1737220750.0119
MEM 2864.968750 1737220750.1622
MEM 2864.968750 1737220750.3269
MEM 2864.968750 1737220750.4745
MEM 2865.109375 1737220750.5863
MEM 2872.187500 1737220750.7203
MEM 2872.187500 1737220750.8581
MEM 2872.187500 1737220750.9929
MEM 2872.187500 1737220751.1393
MEM 2872.218750 1737220751.2738
MEM 2874.515625 1737220751.4201
MEM 2874.937500 1737220751.5710
MEM 2877.609375 1737220751.7022
MEM 2889.609375 1737220751.8481
MEM 2890.359375 1737220751.9858
MEM 2890.593750 1737220752.1353
MEM 2890.703125 1737220752.2818
MEM 2890.734375 1737220752.4298
MEM 2890.750000 1737220752.5855
MEM 2890.765625 1737220752.7348
MEM 2890.765625 1737220752.8843
MEM 2890.765625 1737220753.0340
MEM 2890.765625 1737220753.1824
MEM 2890.765625 1737220753.3333
MEM 2890.765625 1737220753.4867
MEM 2890.765625 1737220753.6471
MEM 2890.765625 1737220753.8057
MEM 2890.765625 1737220753.9605
MEM 2890.765625 1737220754.1103
MEM 2890.765625 1737220754.2631
MEM 2890.765625 1737220754.4236
MEM 2890.578125 1737220754.5738
MEM 2890.578125 1737220754.7280
MEM 2890.578125 1737220754.8845
MEM 2890.578125 1737220755.0515
MEM 2890.578125 1737220755.2018
MEM 2890.578125 1737220755.3617
MEM 2890.578125 1737220755.5249
MEM 2890.578125 1737220755.6739
MEM 2890.578125 1737220755.8274
MEM 2890.578125 1737220755.9760
MEM 2890.578125 1737220756.1328
MEM 2890.578125 1737220756.2873
MEM 2890.578125 1737220756.4361
MEM 2890.593750 1737220756.5861
MEM 2890.593750 1737220756.7350
MEM 2890.593750 1737220756.8945
MEM 2890.593750 1737220757.0436
MEM 2890.593750 1737220757.1962
MEM 2890.593750 1737220757.3508
MEM 2890.593750 1737220757.5025
MEM 2890.593750 1737220757.6608
MEM 2890.609375 1737220757.8189
MEM 2890.609375 1737220757.9729
MEM 2890.609375 1737220758.1523
MEM 2890.609375 1737220758.3085
MEM 2890.609375 1737220758.4608
MEM 2890.609375 1737220758.6146
MEM 2890.609375 1737220758.7655
MEM 2890.609375 1737220758.9198
MEM 2890.609375 1737220759.0735
MEM 2890.625000 1737220759.2301
MEM 2890.625000 1737220759.3877
MEM 2890.625000 1737220759.5422
MEM 2890.625000 1737220759.6952
MEM 2890.625000 1737220759.8463
MEM 2890.640625 1737220760.0008
MEM 2890.640625 1737220760.1525
MEM 2890.640625 1737220760.3107
MEM 2890.640625 1737220760.4642
MEM 2890.640625 1737220760.6126
MEM 2890.640625 1737220760.7644
MEM 2890.640625 1737220760.9253
MEM 2890.640625 1737220761.0748
MEM 2890.656250 1737220761.2335
MEM 2890.656250 1737220761.3861
MEM 2890.656250 1737220761.5353
MEM 2890.656250 1737220761.6847
MEM 2890.656250 1737220761.8393
MEM 2890.656250 1737220761.9959
MEM 2890.656250 1737220762.1526
MEM 2890.656250 1737220762.3055
MEM 2890.656250 1737220762.4626
MEM 2890.656250 1737220762.6173
MEM 2890.656250 1737220762.7718
MEM 2890.656250 1737220762.9300
MEM 2890.656250 1737220763.0924
MEM 2890.656250 1737220763.2428
MEM 2890.656250 1737220763.3977
MEM 2890.656250 1737220763.5570
MEM 2890.656250 1737220763.7151
MEM 2890.656250 1737220763.8689
MEM 2890.656250 1737220764.0192
MEM 2890.656250 1737220764.1738
MEM 2890.656250 1737220764.3233
MEM 2890.656250 1737220764.4761
MEM 2890.656250 1737220764.6358
MEM 2890.656250 1737220764.7826
MEM 2890.656250 1737220764.9333
MEM 2890.656250 1737220765.0877
MEM 2890.656250 1737220765.2412
MEM 2890.656250 1737220765.3994
MEM 2890.656250 1737220765.5500
MEM 2890.656250 1737220765.7002
MEM 2890.656250 1737220765.8558
MEM 2890.656250 1737220766.0077
MEM 2890.656250 1737220766.1930
MEM 2890.656250 1737220766.3520
MEM 2890.656250 1737220766.5046
MEM 2890.656250 1737220766.6635
MEM 2890.656250 1737220766.8197
MEM 2896.046875 1737220766.9765
MEM 2927.296875 1737220767.1237
MEM 2946.875000 1737220767.2775
MEM 2946.875000 1737220767.4294
MEM 2946.875000 1737220767.5796
MEM 2946.875000 1737220767.7319
MEM 2946.937500 1737220767.8892
MEM 2947.031250 1737220768.0271
MEM 2947.031250 1737220768.1672
MEM 2947.031250 1737220768.3104
MEM 2947.031250 1737220768.4379
MEM 2947.031250 1737220768.5800
MEM 2947.062500 1737220768.7221
MEM 2947.234375 1737220768.8680
MEM 2948.140625 1737220769.0188
MEM 2948.953125 1737220769.1543
MEM 2949.281250 1737220769.3016
MEM 2949.296875 1737220769.4455
MEM 2949.328125 1737220769.5958
MEM 2949.328125 1737220769.7432
MEM 2949.328125 1737220769.8908
MEM 2949.328125 1737220770.0567
MEM 2949.328125 1737220770.2107
MEM 2949.328125 1737220770.3659
MEM 2949.328125 1737220770.5112
MEM 2949.328125 1737220770.6683
MEM 2949.328125 1737220770.8312
MEM 2949.328125 1737220770.9809
MEM 2949.328125 1737220771.1309
MEM 2949.328125 1737220771.2845
MEM 2949.328125 1737220771.4407
